"CaseReferenceNumber"	"MotionID"	"CaseLocation"	"CaseMajorCode"	"CaseMinorCode"	"CaseTrialListType"	"CaseMarkingCode"	"CaseDispositionJudgeJurisNo"	"CaseDispositionDocketLegendCode"	"MotionResultCode"	"MotionFilingParty"	"MotionDocketLegendCode"	"MotionJurisNumber"	"MotionDocumentPriorityCode"	"CaseAttorneyJuris"	"CaseAttorneyType"	"MotionTimeDuration"	"MotionDocumentTypeName"	"SelfRepBeforeMotionFileCount"	"SelfRepBeforeMotionDecidedCount"	"SelfRepBeforeMotionFileBool"	"SelfRepBeforeMotionDecidedBool"
2941610	9856303	"DBD"	"V"	1	9	16	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	422682	30	422682	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2963307	10141091	"HHB"	"T"	90	9	16	406507	"JODD"	"DN"	"P"	"MSTRIKE"	409696	30	409696	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2963697	10145676	"UWY"	"V"	1	-1	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	415597	30	415597	"R"	117	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2963835	10147488	"NNH"	"T"	20	-1	15	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	421279	30	421279	"J"	641	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2963835	10147497	"NNH"	"T"	20	-1	15	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	421279	30	421279	"J"	625	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2963835	10147529	"NNH"	"T"	20	-1	15	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	421279	30	421279	"J"	115	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2958939	10083862	"MMX"	"T"	90	3	16	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	402019	30	402019	"J"	241	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2963961	10148723	"FST"	"T"	90	-1	NA	NA	""	"OR"	"D"	"MSTRIKE"	428420	30	428420	"J"	161	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2958920	10083712	"LLI"	"V"	1	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	427015	30	427015	"R"	26	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2965208	10165486	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	60	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2965225	10165969	"FST"	"T"	28	9	3	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	416590	30	416590	"R"	102	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2965225	10165855	"FST"	"T"	28	9	3	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	409106	30	409106	"R"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2959337	10088711	"HHB"	"V"	1	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	415597	30	415597	"R"	131	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2968795	10211046	"UWY"	"T"	61	9	15	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	415133	30	415133	"R"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2941986	9861214	"HHB"	"T"	29	9	16	406507	"JDGDACT"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	23	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2942125	9863165	"FST"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2942065	9862070	"FST"	"T"	90	9	18	80812	"JDGNST"	"DN"	"D"	"MSTRIKE"	409106	30	409106	"R"	33	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2969092	10214962	"UWY"	"V"	1	-1	NA	419014	"JDGDACT"	"OF"	"D"	"MSTRIKE"	409106	30	409106	"R"	96	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2969092	10215035	"UWY"	"V"	1	-1	NA	419014	"JDGDACT"	"OR"	"D"	"MSTRIKE"	422685	30	422685	"J"	203	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2959489	10090785	"HHD"	"V"	90	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	422681	30	422681	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2959601	10092257	"FST"	"V"	1	-1	NA	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	416590	30	416590	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2959686	10093222	"FBT"	"T"	3	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	405700	30	405700	"J"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2942588	9868953	"FBT"	"T"	90	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	237	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2942698	9870578	"FST"	"V"	90	9	3	433230	"JDGTVTP"	"OR"	"D"	"MSTRIKE"	409106	30	409106	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2971842	10251496	"FBT"	"V"	1	3	16	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	405700	30	405700	"J"	34	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2971967	10252909	"FST"	"V"	4	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	612	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966891	10186161	"KNL"	"T"	90	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419136	30	419136	"R"	125	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966891	10186170	"KNL"	"T"	90	9	14	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419136	30	419136	"R"	247	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966891	10186172	"KNL"	"T"	90	9	14	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419136	30	419136	"R"	233	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966891	10186175	"KNL"	"T"	90	9	14	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419136	30	419136	"R"	233	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966891	10186178	"KNL"	"T"	90	9	14	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419136	30	419136	"R"	233	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966891	10186190	"KNL"	"T"	90	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419136	30	419136	"R"	232	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2966961	10187032	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	81290	30	81290	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2969767	10223728	"HHD"	"T"	40	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	406511	30	406511	"R"	59	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2969700	10222873	"HHB"	"T"	3	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	415597	30	415597	"R"	49	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2943056	9875459	"FST"	"T"	90	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2967058	10188071	"UWY"	"V"	1	9	15	422392	"JDGDACT"	"DN"	"D"	"MSTRIKE"	418033	30	418033	"R"	34	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2967082	10188568	"FST"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	744	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2967082	10188600	"FST"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	125	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2972284	10256989	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	405700	30	405700	"J"	161	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2970155	10228665	"HHB"	"T"	50	3	16	406507	"SJ"	"OR"	"D"	"MSTRIKE"	406507	30	406507	"R"	26	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970155	10228674	"HHB"	"T"	50	3	16	406507	"SJ"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	19	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970155	10228700	"HHB"	"T"	50	3	16	406507	"SJ"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	27	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970161	10228817	"HHB"	"T"	50	-1	NA	406507	"JODD"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	28	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970162	10228915	"HHB"	"T"	50	-1	NA	406507	"SJ"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	15	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970162	10228933	"HHB"	"T"	50	-1	NA	406507	"SJ"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	42	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970162	10228907	"HHB"	"T"	50	-1	NA	406507	"SJ"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	21	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970162	10228919	"HHB"	"T"	50	-1	NA	406507	"SJ"	"OF"	"D"	"MSTRIKE"	414025	30	414025	"K"	22	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2970162	10228925	"HHB"	"T"	50	-1	NA	406507	"SJ"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	18	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2967302	10191280	"TTD"	"T"	20	9	16	401704	"SJ"	"DN"	"D"	"MSTRIKE"	401704	30	401704	"R"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2970155	10228648	"HHB"	"T"	50	3	16	406507	"SJ"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	20	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2972567	10260239	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	81290	30	81290	"R"	22	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2967570	10194519	"WWM"	"T"	90	9	16	415602	"WDACT"	"TP"	"D"	"MSTRIKE"	422680	30	422680	"J"	157	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2970406	10232025	"FBT"	"T"	90	1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422677	30	422677	"J"	123	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974248	10280755	"UWY"	"V"	1	-1	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	418033	30	418033	"R"	83	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2970572	10234088	"MMX"	"T"	90	1	NA	402019	"JDGACTP"	"DN"	"D"	"MSTRIKE"	429707	30	429707	"J"	12	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2967910	10199454	"UWY"	"V"	1	9	15	422392	"JDGDACT"	"DN"	"D"	"MSTRIKE"	415133	30	415133	"R"	40	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2972998	10265064	"UWY"	"V"	1	9	4	411103	"WDACT"	"GR"	"P"	"MSTRIKE"	414999	30	414999	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974622	10284687	"FBT"	"T"	90	-1	NA	421277	"JDGDACT"	"OR"	"D"	"MSTRIKE"	420175	30	420175	"R"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974622	10284744	"FBT"	"T"	90	-1	NA	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	423183	30	423183	"J"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2970715	10235956	"FBT"	"T"	12	-1	NA	414997	"JWT"	"GR"	"D"	"MSTRIKE"	412184	30	412184	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974567	10284061	"HHD"	"T"	90	-1	1	89999	"WDRAPJ"	"OR"	"D"	"MSTRIKE"	418032	30	418032	"K"	251	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974567	10284091	"HHD"	"T"	90	-1	1	89999	"WDRAPJ"	"GR"	"D"	"MSTRIKE"	418032	30	418032	"K"	77	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974567	10284101	"HHD"	"T"	90	-1	1	89999	"WDRAPJ"	"GR"	"D"	"MSTRIKE"	81290	30	81290	"R"	34	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2973132	10267251	"DBD"	"T"	90	9	16	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	422682	30	422682	"J"	223	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2974701	10285440	"HHD"	"T"	90	9	1	415540	"JDGSTP"	"DN"	"D"	"MSTRIKE"	81290	30	81290	"R"	152	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2973255	10268834	"WWM"	"T"	90	9	16	415602	"WDACT"	"OR"	"D"	"MSTRIKE"	422680	30	422680	"J"	272	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2973343	10270093	"FBT"	"V"	1	9	16	421277	"JDGDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	24	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2968264	10203354	"MMX"	"T"	90	3	14	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	429707	30	429707	"J"	57	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2973491	10272252	"HHB"	"T"	90	1	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	415597	30	415597	"R"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2973567	10273146	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	403964	30	403964	"J"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2971135	10241821	"DBD"	"T"	90	9	16	89999	"WDACT"	"DN"	"P"	"MSTRIKE"	425584	30	425584	"J"	31	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2980460	10358846	"NNH"	"T"	12	-1	NA	419134	"JDGDACT"	"GR"	"D"	"MSTRIKE"	427442	30	427442	"J"	487	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975069	10290108	"FST"	"T"	90	9	15	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	416590	30	416590	"R"	119	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975069	10290120	"FST"	"T"	90	9	15	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	69	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975076	10290274	"UWY"	"T"	90	9	15	422392	"JDGDACT"	"DN"	"D"	"MSTRIKE"	415133	30	415133	"R"	57	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975159	10291532	"FBT"	"T"	30	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422677	30	422677	"J"	56	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2973623	10273833	"KNL"	"T"	90	-1	17	419136	"JDGTVTD"	"OR"	"D"	"MSTRIKE"	419136	30	419136	"R"	41	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2973651	10274274	"HHB"	"T"	61	1	NA	415134	"JDGACT"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	22	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2980875	10363890	"FBT"	"V"	1	9	16	421277	"JDGDACT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984773	10416231	"KNL"	"V"	90	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	403769	30	403769	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984751	10415826	"WWM"	"V"	1	9	16	415602	"WDACT"	"DN"	"D"	"MSTRIKE"	427016	30	427016	"J"	371	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984773	10416256	"KNL"	"V"	90	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419136	30	419136	"R"	161	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984767	10416060	"KNL"	"V"	4	-1	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419136	30	419136	"R"	183	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2990398	10488016	"HHB"	"T"	20	3	16	406507	"JDGSTP"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	5	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2981259	10369119	"DBD"	"T"	12	9	16	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	429710	30	429710	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2981298	10369568	"LLI"	"T"	90	3	NA	411100	"WDACT"	"OD"	"P"	"MSTRIKE"	89998	30	89998	"X"	14	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975529	10296286	"HHB"	"T"	90	9	16	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	6	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2981328	10370203	"FBT"	"V"	1	9	16	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	412184	30	412184	"R"	147	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975634	10297326	"FBT"	"T"	90	-1	NA	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	421277	30	421277	"J"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2975747	10298726	"FBT"	"V"	1	9	16	421277	"JDGDACT"	"DN"	"D"	"MSTRIKE"	405700	30	405700	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2981464	10372229	"UWY"	"T"	90	9	15	422392	"JDGDACT"	"GR"	"D"	"MSTRIKE"	415133	30	415133	"R"	210	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2990760	10492499	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	403964	30	403964	"J"	95	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2985094	10420283	"FBT"	"V"	1	9	16	428422	"JDGACTP"	"GR"	"D"	"MSTRIKE"	405700	30	405700	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2985499	10425182	"HHB"	"T"	90	8	3	81090	"JDGHD"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	17	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2991154	10498100	"UWY"	"V"	1	9	1	411098	"WDACT"	"GR"	"D"	"MSTRIKE"	415133	30	415133	"R"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2991259	10499390	"HHD"	"V"	1	9	13	NA	"WDRAPJ"	"DN"	"D"	"MSTRIKE"	422681	30	422681	"J"	137	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2991259	10499407	"HHD"	"V"	1	9	13	NA	"WDRAPJ"	"DN"	"D"	"MSTRIKE"	422681	30	422681	"J"	26	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2991208	10498574	"UWY"	"T"	28	9	15	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	429710	30	429710	"J"	43	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2991208	10498585	"UWY"	"T"	28	9	15	411103	"WDACT"	"DN"	"P"	"MSTRIKE"	429710	30	429710	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2976060	10302432	"HHB"	"T"	50	-1	NA	406507	"SJ"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	37	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2982447	10384576	"HHD"	"T"	50	9	1	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	89998	30	89998	"X"	16	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2991595	10503981	"FBT"	"T"	90	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	422677	30	422677	"J"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982509	10385115	"NNH"	"T"	90	-1	NA	415132	"JDGDACT"	"DN"	"P"	"MSTRIKE"	419137	30	419137	"R"	20	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2991662	10505035	"FST"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	613	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2986144	10433336	"HHB"	"T"	28	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	247	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2991825	10506975	"HHD"	"T"	3	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	403964	30	403964	"J"	167	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2976170	10304214	"HHB"	"T"	90	3	16	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	406507	30	406507	"R"	89	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982661	10387014	"FBT"	"T"	90	-1	NA	421277	"JDGDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	43	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982777	10388454	"FST"	"T"	90	-1	NA	NA	"WDACT"	"OF"	"P"	"MSTRIKE"	420175	30	420175	"R"	19	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2992082	10509536	"KNL"	"T"	90	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	81005	30	81005	"R"	1	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2982752	10388031	"HHD"	"T"	71	9	18	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	60	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982779	10388546	"FST"	"T"	90	1	8	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	428420	30	428420	"J"	95	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982777	10388495	"FST"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	416590	30	416590	"R"	132	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2986431	10436936	"FBT"	"V"	4	-1	NA	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	405700	30	405700	"J"	60	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2986431	10436944	"FBT"	"V"	4	-1	NA	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	405700	30	405700	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2986431	10436948	"FBT"	"V"	4	-1	NA	421277	"JDGDACT"	"GR"	"D"	"MSTRIKE"	405700	30	405700	"J"	40	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992125	10510240	"NNH"	"T"	11	9	15	403965	"JODD"	"GR"	"D"	"MSTRIKE"	418034	30	418034	"J"	199	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982777	10388486	"FST"	"T"	90	-1	NA	NA	"WDACT"	"TP"	"P"	"MSTRIKE"	422396	30	422396	"R"	231	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2986431	10436915	"FBT"	"V"	4	-1	NA	421277	"JDGDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	NA	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992112	10510067	"NNH"	"T"	11	9	15	NA	"WDRAPJ"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	145	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992192	10511202	"HHD"	"T"	3	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	81290	30	81290	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982852	10389725	"KNL"	"V"	1	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419136	30	419136	"R"	107	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2982914	10390591	"MMX"	"T"	28	-1	NA	411098	"WDACT"	"GR"	"D"	"MSTRIKE"	427017	30	427017	"J"	267	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2986866	10442820	"WWM"	"T"	71	-1	NA	411103	"WDACT"	"DN"	"P"	"MSTRIKE"	422680	30	422680	"J"	116	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2986954	10444005	"FST"	"T"	28	-1	3	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	420175	30	420175	"R"	81	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992549	10515832	"HHB"	"T"	28	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	428340	30	428340	"J"	36	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992549	10515833	"HHB"	"T"	28	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	428340	30	428340	"J"	29	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983095	10392811	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	415540	30	415540	"J"	87	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2987014	10444550	"KNL"	"T"	90	-1	NA	403769	"JWTD"	"GR"	"D"	"MSTRIKE"	403769	30	403769	"R"	26	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2976468	10307840	"UWY"	"V"	1	-1	NA	411103	"WDACT"	"OD"	"D"	"MSTRIKE"	89998	30	89998	"X"	13	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983095	10392807	"HHD"	"V"	1	9	13	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992549	10515890	"HHB"	"T"	28	9	16	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	428340	30	428340	"J"	15	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992600	10516555	"WWM"	"T"	90	9	16	411094	"WDACT"	"DN"	"P"	"MSTRIKE"	427016	30	427016	"J"	152	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992716	10517962	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422681	30	422681	"J"	67	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983161	10393748	"FST"	"V"	1	9	3	433230	"JDGTVT"	"GR"	"D"	"MSTRIKE"	416590	30	416590	"R"	101	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2992710	10517790	"FST"	"V"	4	9	3	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	416590	30	416590	"R"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2976724	10310947	"HHD"	"V"	1	9	13	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	403964	30	403964	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2976865	10312318	"FST"	"V"	1	-1	NA	428420	"SJD"	"OR"	"D"	"MSTRIKE"	428420	30	428420	"J"	174	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2987772	10453657	"HHD"	"T"	3	3	13	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	412190	30	412190	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983384	10396966	"HHD"	"T"	28	9	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	418032	30	418032	"K"	83	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2977035	10314074	"HHB"	"V"	1	9	16	411102	"WDACT"	"OR"	"D"	"MSTRIKE"	406507	30	406507	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
