"CaseReferenceNumber"	"MotionID"	"CaseLocation"	"CaseMajorCode"	"CaseMinorCode"	"CaseTrialListType"	"CaseMarkingCode"	"CaseDispositionJudgeJurisNo"	"CaseDispositionDocketLegendCode"	"MotionResultCode"	"MotionFilingParty"	"MotionDocketLegendCode"	"MotionJurisNumber"	"MotionDocumentPriorityCode"	"CaseAttorneyJuris"	"CaseAttorneyType"	"MotionTimeDuration"	"MotionDocumentTypeName"	"SelfRepBeforeMotionFileCount"	"SelfRepBeforeMotionDecidedCount"	"SelfRepBeforeMotionFileBool"	"SelfRepBeforeMotionDecidedBool"
3573195	18292606	"FBT"	"V"	1	9	NA	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	419018	30	419018	"R"	46	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3618418	18344101	"FBT"	"V"	1	-1	NA	421277	"JDGDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3596211	18404642	"NNH"	"V"	4	9	14	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80110	30	80110	"R"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3556516	18406511	"FST"	"T"	90	9	3	434443	"SJ"	"OF"	"P"	"MSTRIKE"	434443	30	434443	"J"	73	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3626664	18408447	"NNH"	"T"	90	-1	NA	NA	""	"GR"	"D"	"MSTRIKE"	421279	30	421279	"J"	46	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3611405	18348010	"UWY"	"T"	20	-1	4	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	434448	30	434448	"J"	129	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3602657	18295069	"MMX"	"V"	4	9	NA	411098	"WDACT"	"GR"	"D"	"MSTRIKE"	402017	30	402017	"K"	182	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3608466	18296378	"LLI"	"T"	12	9	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	435704	30	435704	"J"	52	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3594988	18412045	"NNH"	"V"	1	9	NA	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	421279	30	421279	"J"	127	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3628366	18412595	"HHD"	"V"	1	-1	NA	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	408307	30	408307	"J"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3468093	18413113	"FBT"	"T"	90	9	NA	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	421277	30	421277	"J"	113	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3525847	18298518	"HHD"	"T"	90	9	1	412190	"JDGSTP"	"GR"	"P"	"MSTRIKE"	408307	30	408307	"J"	46	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3596099	18354877	"AAN"	"V"	1	9	15	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	422677	30	422677	"J"	69	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3546338	18299214	"UWY"	"V"	1	-1	15	422392	"JDGDACT"	"DN"	"D"	"MSTRIKE"	434448	30	434448	"J"	137	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3572014	18298643	"HHD"	"T"	40	-1	NA	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	408307	30	408307	"J"	147	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3552449	18416679	"FST"	"T"	50	-1	NA	434443	"SJ"	"DN"	"D"	"MSTRIKE"	434443	30	434443	"J"	49	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3602075	18417483	"FST"	"V"	1	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	433233	30	433233	"J"	90	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3609921	18418037	"HHB"	"V"	1	-1	NA	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	414025	30	414025	"K"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3608020	18359974	"KNL"	"V"	1	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	428419	30	428419	"J"	46	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3562686	18359315	"FST"	"T"	90	9	3	434443	"SJ"	"OR"	"D"	"MSTRIKE"	434443	30	434443	"J"	271	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3541242	18360062	"UWY"	"V"	5	3	15	422392	"JDGDACT"	"GR"	"P"	"MSTRIKE"	415596	30	415596	"R"	54	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3617355	18425126	"DBD"	"T"	11	9	NA	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	429710	30	429710	"J"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3608625	18362267	"HHD"	"V"	1	9	1	89999	"WDACT"	"GR"	"P"	"MSTRIKE"	422683	30	422683	"J"	93	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3568206	18363390	"KNL"	"V"	4	8	14	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	407898	30	407898	"K"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3586395	18304681	"FST"	"T"	28	9	3	434443	"JDGTVT"	"GR"	"D"	"MSTRIKE"	433233	30	433233	"J"	168	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3586057	18305782	"HHD"	"V"	1	9	1	89999	"WDACT"	"OF"	"D"	"MSTRIKE"	412190	30	412190	"R"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3448426	18365981	"TTD"	"T"	90	-1	13	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	431193	30	431193	"J"	46	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3558903	18429200	"FBT"	"T"	90	9	NA	421277	"JDGDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	133	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3616157	18372378	"UWY"	"V"	1	9	NA	405699	"JDGDACT"	"OR"	"D"	"MSTRIKE"	423183	30	423183	"J"	49	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3555220	18310930	"FST"	"T"	90	-1	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	433230	30	433230	"R"	121	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3607888	18311375	"UWY"	"V"	1	-1	1	NA	""	"DN"	"D"	"MSTRIKE"	434448	30	434448	"J"	129	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3617945	18373850	"FST"	"V"	1	9	9	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	433230	30	433230	"R"	70	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3454155	18185658	"KNL"	"T"	90	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	428419	30	428419	"J"	161	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3536703	18314842	"NNH"	"T"	90	-1	NA	NA	""	"DN"	"D"	"MSTRIKE"	427443	30	427443	"J"	110	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3619469	18315377	"MMX"	"V"	1	9	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	418032	30	418032	"K"	49	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3187316	18317209	"NNH"	"T"	28	9	15	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422391	30	422391	"J"	61	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3419437	18378264	"FBT"	"T"	90	9	NA	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	434442	30	434442	"J"	48	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3555219	18318495	"UWY"	"V"	1	9	15	422392	"JDGDACT"	"GR"	"P"	"MSTRIKE"	434448	30	434448	"J"	163	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3626833	18436662	"HHB"	"V"	1	9	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	423182	30	423182	"K"	54	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3366195	18435972	"UWY"	"V"	1	9	15	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	415596	30	415596	"R"	132	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3607934	18436944	"NNH"	"T"	29	9	NA	427017	"JODD"	"OR"	"D"	"MSTRIKE"	421279	30	421279	"J"	140	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3532521	18185769	"FBT"	"T"	50	-1	NA	412184	"SJD"	"OF"	"D"	"MSTRIKE"	413629	30	413629	"J"	185	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3578376	18186824	"FBT"	"V"	1	9	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	413629	30	413629	"J"	102	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3390310	18381138	"HHD"	"T"	90	-1	1	412190	"JWT"	"WD"	"D"	"MSTRIKE"	407850	30	407850	"X"	0	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3502414	18436286	"FBT"	"T"	90	9	NA	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	421277	30	421277	"J"	110	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3623889	18435737	"HHD"	"V"	1	9	1	NA	"WDACT"	"WD"	"D"	"MSTRIKE"	407850	30	407850	"X"	13	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3554790	18186590	"HHD"	"T"	3	-1	13	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	102	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3555923	18186331	"WWM"	"T"	90	9	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	425579	30	425579	"J"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3593502	18186154	"NNH"	"T"	90	9	14	427017	"SJ"	"DN"	"D"	"MSTRIKE"	427442	30	427442	"J"	47	"MOTION TO STRIKE"	0	1	FALSE	TRUE
3556460	18321242	"FST"	"T"	90	9	9	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	433230	30	433230	"R"	118	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3601168	18187764	"TTD"	"V"	1	9	1	411099	"WDACT"	"DN"	"D"	"MSTRIKE"	401704	30	401704	"R"	73	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3390310	18383279	"HHD"	"T"	90	-1	1	412190	"JWT"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	146	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3187316	18323115	"NNH"	"T"	28	9	15	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	421279	30	421279	"J"	118	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3462301	18187331	"DBD"	"V"	1	9	NA	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	429710	30	429710	"J"	10	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3608767	18442019	"FBT"	"T"	61	9	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	434442	30	434442	"J"	128	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3588762	18383502	"FBT"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	412184	30	412184	"R"	594	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3619245	18324188	"TTD"	"V"	1	9	1	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	401704	30	401704	"R"	46	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3601614	18442445	"NNH"	"V"	1	9	14	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80110	30	80110	"R"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3611242	18385449	"MMX"	"V"	9	9	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	418032	30	418032	"K"	77	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3625951	18453649	"AAN"	"V"	1	-1	NA	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	410631	30	410631	"J"	98	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3599018	18445516	"NNH"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	421279	30	421279	"J"	142	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3536226	18455464	"FST"	"T"	28	9	3	NA	""	"OR"	"D"	"MSTRIKE"	433230	30	433230	"R"	581	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3463074	18454642	"HHD"	"V"	1	9	1	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	412190	30	412190	"R"	61	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3463074	18454645	"HHD"	"V"	1	9	1	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	61	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3611157	18463252	"DBD"	"V"	1	9	NA	89999	"WDACT"	"OF"	"D"	"MSTRIKE"	434450	30	434450	"J"	337	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3620212	18463096	"UWY"	"T"	90	-1	1	434448	"JWT"	"GR"	"D"	"MSTRIKE"	434448	30	434448	"J"	175	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3623448	18449899	"LLI"	"V"	1	9	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	422682	30	422682	"J"	91	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3579762	18456910	"NNH"	"V"	1	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	427442	30	427442	"J"	61	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3611012	18189156	"HHD"	"V"	4	9	13	89999	"WDACT"	"OR"	"D"	"MSTRIKE"	406511	30	406511	"R"	59	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3556516	18189318	"FST"	"T"	90	9	3	434443	"SJ"	"GR"	"P"	"MSTRIKE"	434443	30	434443	"J"	66	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3346106	18189327	"DBD"	"T"	28	9	NA	89999	"WDACT"	"OR"	"P"	"MSTRIKE"	429710	30	429710	"J"	52	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3625082	18467043	"HHB"	"V"	1	9	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	423182	30	423182	"K"	123	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3622370	18452746	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	412184	30	412184	"R"	202	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3578100	18468627	"FBT"	"T"	90	3	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	434442	30	434442	"J"	130	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3567002	18468629	"MMX"	"V"	1	9	NA	418032	"JDGTVTD"	"GR"	"P"	"MSTRIKE"	418032	30	418032	"K"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3552957	18461767	"HHD"	"V"	1	9	1	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	419022	30	419022	"K"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3609936	18563733	"KNL"	"T"	3	9	13	NA	"WDACT"	"WD"	"P"	"MSTRIKE"	89998	30	89998	"X"	110	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3619824	18470326	"HHD"	"T"	90	-1	NA	412190	"JWT"	"GR"	"D"	"MSTRIKE"	408307	30	408307	"J"	119	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3545339	18518487	"NNI"	"V"	1	3	NA	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	420173	30	420173	"J"	6	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3535790	18565157	"AAN"	"T"	90	3	15	410631	"JDGDACT"	"OR"	"D"	"MSTRIKE"	434442	30	434442	"J"	114	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3561444	18472099	"NNH"	"T"	90	3	14	406507	"JDGACTD"	"DN"	"P"	"MSTRIKE"	427442	30	427442	"J"	122	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3588958	18192631	"FST"	"V"	1	-1	3	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	434443	30	434443	"J"	66	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3599177	18474427	"UWY"	"T"	11	-1	15	422392	"JDGDACT"	"OR"	"D"	"MSTRIKE"	428420	30	428420	"J"	348	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3613916	18521127	"NNH"	"T"	11	-1	NA	NA	""	"GR"	"D"	"MSTRIKE"	421279	30	421279	"J"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3631036	18568184	"UWY"	"T"	20	-1	NA	NA	""	"DN"	"D"	"MSTRIKE"	419014	30	419014	"J"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3517380	18474567	"HHD"	"T"	70	-1	1	NA	""	"OR"	"D"	"MSTRIKE"	412190	30	412190	"R"	210	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3531486	18475184	"HHD"	"V"	6	-1	1	434447	"SJD"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3598960	18474834	"HHB"	"V"	1	-1	NA	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	414025	30	414025	"K"	52	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3618977	18194261	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419022	30	419022	"K"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3547342	18476156	"DBD"	"T"	40	-1	NA	89999	"WDACT"	"OF"	"P"	"MSTRIKE"	429710	30	429710	"J"	71	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3520517	18194414	"NNH"	"T"	90	-1	NA	421279	"JDGDACT"	"OR"	"D"	"MSTRIKE"	421279	30	421279	"J"	139	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3616003	18193993	"WWM"	"T"	61	-1	NA	411098	"WDACT"	"GR"	"D"	"MSTRIKE"	425579	30	425579	"J"	195	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3525143	18194524	"FBT"	"T"	90	9	NA	421277	"JDGDACT"	"TP"	"P"	"MSTRIKE"	434442	30	434442	"J"	73	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3608301	18523944	"HHD"	"V"	1	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	412190	30	412190	"R"	55	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3604848	18478793	"WWM"	"V"	1	9	NA	411103	"WDACT"	"OF"	"P"	"MSTRIKE"	425579	30	425579	"J"	35	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3606459	18570683	"FBT"	"V"	4	9	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	413629	30	413629	"J"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3627755	18572927	"NNH"	"V"	1	9	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422391	30	422391	"J"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3585663	18572812	"HHB"	"V"	1	9	13	408307	"JDGTVT"	"WD"	"D"	"MSTRIKE"	407850	30	407850	"X"	0	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3585663	18572826	"HHB"	"V"	1	9	13	408307	"JDGTVT"	"WD"	"D"	"MSTRIKE"	407850	30	407850	"X"	0	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3545595	18573972	"TTD"	"T"	90	3	1	431193	"JDGACT"	"GR"	"D"	"MSTRIKE"	431193	30	431193	"J"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3550518	18578218	"FBT"	"T"	50	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	123	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3614917	18527592	"HHB"	"T"	90	-1	NA	414025	"JDGDACT"	"OR"	"P"	"MSTRIKE"	414025	30	414025	"K"	86	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3466827	18527778	"HHD"	"T"	90	9	1	422683	"JDGSTA"	"DN"	"D"	"MSTRIKE"	434440	30	434440	"J"	188	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3626198	18578180	"HHD"	"V"	1	-1	13	89999	"WDRAPJ"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3616977	18579336	"MMX"	"V"	9	3	NA	418032	"JDGACTP"	"DN"	"P"	"MSTRIKE"	418032	30	418032	"K"	78	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3623815	18486343	"FBT"	"T"	90	-1	NA	421277	"JDGDACT"	"OR"	"D"	"MSTRIKE"	413629	30	413629	"J"	377	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3595275	18488057	"AAN"	"T"	12	9	15	403771	"JDGDACT"	"GR"	"D"	"MSTRIKE"	422677	30	422677	"J"	125	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3623164	18580877	"FBT"	"V"	1	9	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	412184	30	412184	"R"	175	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3602075	18488122	"FST"	"V"	1	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	433233	30	433233	"J"	76	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3570740	18486526	"NNH"	"T"	29	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	427442	30	427442	"J"	140	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3570743	18486746	"NNH"	"T"	30	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	427442	30	427442	"J"	140	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3615244	18580505	"HHD"	"T"	90	9	13	89999	"WDRAPJ"	"OR"	"P"	"MSTRIKE"	408307	30	408307	"J"	101	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3570739	18486713	"NNH"	"T"	29	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	427442	30	427442	"J"	140	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3623974	18489562	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"TP"	"D"	"MSTRIKE"	434442	30	434442	"J"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3568191	18489973	"FST"	"T"	90	3	NA	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	433230	30	433230	"R"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3568191	18489987	"FST"	"T"	90	3	NA	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	433230	30	433230	"R"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
1359509	18532826	"FST"	"T"	40	-1	NA	408514	"JDGHD"	"OR"	"D"	"MSTRIKE"	402358	30	402358	"R"	357	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3626166	18534853	"HHD"	"V"	1	9	1	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	412190	30	412190	"R"	46	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3512568	18535529	"DBD"	"T"	90	9	NA	89999	"WDACT"	"OF"	"D"	"MSTRIKE"	429710	30	429710	"J"	67	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3599441	18492907	"KNL"	"T"	20	-1	13	NA	""	"OR"	"D"	"MSTRIKE"	433235	30	433235	"R"	103	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3632016	18493109	"MMX"	"T"	61	9	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	402017	30	402017	"K"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3422467	18537547	"HHD"	"T"	90	3	1	415540	"JWT"	"GR"	"P"	"MSTRIKE"	422683	30	422683	"J"	87	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3465641	18537805	"KNL"	"T"	90	9	14	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	433235	30	433235	"R"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3257140	18493818	"FST"	"T"	40	9	3	434443	"JDGTVT"	"OF"	"P"	"MSTRIKE"	402358	30	402358	"R"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3618471	18537424	"NNH"	"T"	90	-1	NA	421279	"JWTD"	"GR"	"D"	"MSTRIKE"	427443	30	427443	"J"	155	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3578868	18588733	"DBD"	"T"	28	-1	NA	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	434450	30	434450	"J"	86	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3627057	18589954	"KNL"	"V"	1	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	433235	30	433235	"R"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3610386	18589663	"DBD"	"T"	90	9	NA	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	429710	30	429710	"J"	563	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3611246	18503299	"TTD"	"V"	1	9	13	411098	"WDACT"	"OF"	"P"	"MSTRIKE"	431193	30	431193	"J"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3610392	18589565	"DBD"	"T"	90	9	NA	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	429710	30	429710	"J"	563	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3589388	18540773	"UWY"	"T"	90	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	419014	30	419014	"J"	181	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3630298	18591429	"FBT"	"V"	9	9	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	434442	30	434442	"J"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3589361	18541074	"UWY"	"T"	90	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	419014	30	419014	"J"	-184	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3589402	18540895	"UWY"	"T"	90	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	419014	30	419014	"J"	181	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3624979	18540947	"FBT"	"T"	90	-1	NA	421277	"JDGDACT"	"OF"	"D"	"MSTRIKE"	434442	30	434442	"J"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3523434	18592357	"DBD"	"T"	90	-1	NA	429710	"JWTD"	"OR"	"P"	"MSTRIKE"	429710	30	429710	"J"	54	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3517380	18505866	"HHD"	"T"	70	-1	1	NA	""	"DN"	"D"	"MSTRIKE"	412190	30	412190	"R"	203	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3603331	18597512	"HHD"	"T"	90	9	13	435707	"JWT"	"GR"	"D"	"MSTRIKE"	434440	30	434440	"J"	407	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3552523	18508489	"KNL"	"T"	3	-1	14	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	435697	30	435697	"R"	89	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3476018	18508017	"UWY"	"T"	90	-1	NA	405699	"WDACT"	"DN"	"P"	"MSTRIKE"	434442	30	434442	"J"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3552523	18508533	"KNL"	"T"	3	-1	14	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	435697	30	435697	"R"	89	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3249307	18509155	"KNL"	"T"	3	9	14	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80489	30	80489	"R"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3615196	18546654	"HHD"	"T"	28	9	1	NA	""	"DN"	"D"	"MSTRIKE"	422683	30	422683	"J"	205	"MOTION TO STRIKE"	0	0	FALSE	FALSE
